영역,유형,표준점수,남자,여자
과학탐구,생명과학 II,44,65,82
과학탐구,생명과학 II,43,151,180
과학탐구,생명과학 II,42,58,81
과학탐구,생명과학 II,41,93,98
과학탐구,생명과학 II,40,76,112
과학탐구,생명과학 II,39,189,211
과학탐구,생명과학 II,38,63,71
과학탐구,생명과학 II,37,86,80
과학탐구,생명과학 II,36,118,85
과학탐구,생명과학 II,35,162,101
과학탐구,생명과학 II,34,36,24
과학탐구,생명과학 II,33,36,25
과학탐구,생명과학 II,32,23,21
과학탐구,생명과학 II,31,26,15
과학탐구,생명과학 II,29,5,4
과학탐구,지구과학 II,77,2,0
과학탐구,지구과학 II,75,2,0
과학탐구,지구과학 II,74,13,0
과학탐구,지구과학 II,73,1,0
과학탐구,지구과학 II,72,15,1
과학탐구,지구과학 II,71,15,5
과학탐구,지구과학 II,70,11,0
과학탐구,지구과학 II,69,27,5
과학탐구,지구과학 II,68,29,4
과학탐구,지구과학 II,67,39,4
과학탐구,지구과학 II,66,44,9
과학탐구,지구과학 II,65,43,4
과학탐구,지구과학 II,64,56,14
과학탐구,지구과학 II,63,42,8
과학탐구,지구과학 II,62,144,20
과학탐구,지구과학 II,61,79,14
과학탐구,지구과학 II,60,95,23
과학탐구,지구과학 II,59,74,19
과학탐구,지구과학 II,58,81,22
과학탐구,지구과학 II,57,92,22
과학탐구,지구과학 II,56,81,27
과학탐구,지구과학 II,55,94,22
과학탐구,지구과학 II,54,81,29
과학탐구,지구과학 II,53,65,20
과학탐구,지구과학 II,52,91,21
과학탐구,지구과학 II,51,82,23
과학탐구,지구과학 II,50,80,24
과학탐구,지구과학 II,49,61,23
과학탐구,지구과학 II,48,63,24
과학탐구,지구과학 II,47,89,33
과학탐구,지구과학 II,46,51,25
과학탐구,지구과학 II,45,75,36
과학탐구,지구과학 II,44,81,31
과학탐구,지구과학 II,43,82,48
과학탐구,지구과학 II,42,55,34
과학탐구,지구과학 II,41,81,38
과학탐구,지구과학 II,40,92,49
과학탐구,지구과학 II,39,75,40
과학탐구,지구과학 II,38,81,32
과학탐구,지구과학 II,37,83,27
과학탐구,지구과학 II,36,107,38
과학탐구,지구과학 II,35,43,23
과학탐구,지구과학 II,34,61,21
과학탐구,지구과학 II,33,17,3
과학탐구,지구과학 II,32,6,0
과학탐구,지구과학 II,31,14,8
과학탐구,지구과학 II,29,2,0
직업탐구,성공적인 직업생활,71,39,32
직업탐구,성공적인 직업생활,69,6,9
직업탐구,성공적인 직업생활,68,91,55
직업탐구,성공적인 직업생활,67,0,1
직업탐구,성공적인 직업생활,66,21,18
직업탐구,성공적인 직업생활,65,115,94
직업탐구,성공적인 직업생활,64,1,0
직업탐구,성공적인 직업생활,63,35,24
직업탐구,성공적인 직업생활,62,106,97
직업탐구,성공적인 직업생활,61,7,6
직업탐구,성공적인 직업생활,60,61,51
직업탐구,성공적인 직업생활,59,90,95
직업탐구,성공적인 직업생활,58,21,17
직업탐구,성공적인 직업생활,57,81,89
직업탐구,성공적인 직업생활,56,63,71
직업탐구,성공적인 직업생활,55,39,42
직업탐구,성공적인 직업생활,54,92,86
직업탐구,성공적인 직업생활,53,43,63
직업탐구,성공적인 직업생활,52,69,62
직업탐구,성공적인 직업생활,51,78,128
직업탐구,성공적인 직업생활,50,59,74
직업탐구,성공적인 직업생활,49,94,104
직업탐구,성공적인 직업생활,48,75,90
직업탐구,성공적인 직업생활,47,80,92
직업탐구,성공적인 직업생활,46,84,119
직업탐구,성공적인 직업생활,45,61,87
직업탐구,성공적인 직업생활,44,88,85
직업탐구,성공적인 직업생활,42,77,102
직업탐구,성공적인 직업생활,41,59,76
직업탐구,성공적인 직업생활,40,80,78
직업탐구,성공적인 직업생활,39,42,73
직업탐구,성공적인 직업생활,38,49,73
직업탐구,성공적인 직업생활,37,39,49
직업탐구,성공적인 직업생활,36,23,41
직업탐구,성공적인 직업생활,35,24,35
직업탐구,성공적인 직업생활,34,33,26
직업탐구,성공적인 직업생활,33,19,17
직업탐구,성공적인 직업생활,32,21,22
직업탐구,성공적인 직업생활,31,9,12
직업탐구,성공적인 직업생활,30,9,10
직업탐구,성공적인 직업생활,29,5,7
직업탐구,성공적인 직업생활,28,15,9
직업탐구,성공적인 직업생활,27,9,6
직업탐구,성공적인 직업생활,26,6,2
직업탐구,성공적인 직업생활,25,0,2
직업탐구,성공적인 직업생활,24,2,2
직업탐구,성공적인 직업생활,23,2,2
직업탐구,성공적인 직업생활,22,1,1
직업탐구,성공적인 직업생활,20,0,1
직업탐구,농업 기초 기술,75,1,0
직업탐구,농업 기초 기술,73,1,1
직업탐구,농업 기초 기술,69,3,2
직업탐구,농업 기초 기술,68,0,1
직업탐구,농업 기초 기술,67,2,4
직업탐구,농업 기초 기술,66,2,4
직업탐구,농업 기초 기술,65,2,2
직업탐구,농업 기초 기술,64,6,1
직업탐구,농업 기초 기술,63,1,0
직업탐구,농업 기초 기술,62,4,2
직업탐구,농업 기초 기술,61,2,4
직업탐구,농업 기초 기술,60,2,0
직업탐구,농업 기초 기술,59,1,1
직업탐구,농업 기초 기술,58,2,8
직업탐구,농업 기초 기술,57,5,3
직업탐구,농업 기초 기술,56,4,4
직업탐구,농업 기초 기술,55,4,5
직업탐구,농업 기초 기술,54,8,3
직업탐구,농업 기초 기술,53,2,2
직업탐구,농업 기초 기술,52,1,4
직업탐구,농업 기초 기술,51,2,5
직업탐구,농업 기초 기술,50,3,4
직업탐구,농업 기초 기술,49,4,5
직업탐구,농업 기초 기술,48,8,4
직업탐구,농업 기초 기술,47,2,4
직업탐구,농업 기초 기술,46,5,9
직업탐구,농업 기초 기술,45,4,2
직업탐구,농업 기초 기술,44,6,6
직업탐구,농업 기초 기술,43,5,2
직업탐구,농업 기초 기술,42,1,0
직업탐구,농업 기초 기술,41,2,6
직업탐구,농업 기초 기술,40,4,4
직업탐구,농업 기초 기술,39,8,4
직업탐구,농업 기초 기술,38,2,2
직업탐구,농업 기초 기술,37,1,2
직업탐구,농업 기초 기술,36,1,2
직업탐구,농업 기초 기술,35,3,0
직업탐구,농업 기초 기술,34,2,2
직업탐구,농업 기초 기술,33,1,0
직업탐구,농업 기초 기술,32,1,1
직업탐구,농업 기초 기술,30,0,1
직업탐구,농업 기초 기술,29,1,0
직업탐구,농업 기초 기술,27,2,0
직업탐구,공업 일반,66,97,17
직업탐구,공업 일반,64,121,27
직업탐구,공업 일반,63,1,0
직업탐구,공업 일반,62,29,9
직업탐구,공업 일반,61,65,19
직업탐구,공업 일반,60,20,11
직업탐구,공업 일반,59,28,10
직업탐구,공업 일반,58,18,6
직업탐구,공업 일반,57,28,8
직업탐구,공업 일반,56,13,2
직업탐구,공업 일반,55,10,2
직업탐구,공업 일반,54,30,6
직업탐구,공업 일반,53,15,3
직업탐구,공업 일반,52,22,5
직업탐구,공업 일반,51,26,7
직업탐구,공업 일반,50,15,7
직업탐구,공업 일반,49,36,13
직업탐구,공업 일반,48,32,8
직업탐구,공업 일반,47,52,14
직업탐구,공업 일반,46,40,12
직업탐구,공업 일반,45,34,9
직업탐구,공업 일반,44,82,27
직업탐구,공업 일반,43,30,3
직업탐구,공업 일반,42,63,23
직업탐구,공업 일반,41,37,9
직업탐구,공업 일반,40,56,15
직업탐구,공업 일반,39,63,14
직업탐구,공업 일반,38,27,4
직업탐구,공업 일반,37,46,11
직업탐구,공업 일반,36,23,5
직업탐구,공업 일반,35,25,6
직업탐구,공업 일반,34,12,4
직업탐구,공업 일반,33,9,1
직업탐구,공업 일반,32,2,1
직업탐구,공업 일반,30,2,0
직업탐구,상업 경제,77,2,1
직업탐구,상업 경제,75,1,2
직업탐구,상업 경제,74,10,9
직업탐구,상업 경제,73,2,4
직업탐구,상업 경제,72,14,21
직업탐구,상업 경제,71,1,3
직업탐구,상업 경제,70,12,9
직업탐구,상업 경제,69,12,18
직업탐구,상업 경제,68,3,4
직업탐구,상업 경제,67,15,16
직업탐구,상업 경제,66,9,24
직업탐구,상업 경제,65,8,7
직업탐구,상업 경제,64,14,19
직업탐구,상업 경제,63,15,16
직업탐구,상업 경제,62,7,14
직업탐구,상업 경제,61,13,24
직업탐구,상업 경제,60,5,16
직업탐구,상업 경제,59,16,21
직업탐구,상업 경제,58,12,26
직업탐구,상업 경제,57,11,22
직업탐구,상업 경제,56,11,33
직업탐구,상업 경제,55,13,32
직업탐구,상업 경제,54,17,23
직업탐구,상업 경제,53,14,28
직업탐구,상업 경제,52,9,25
직업탐구,상업 경제,51,12,31
직업탐구,상업 경제,50,15,31
직업탐구,상업 경제,49,10,39
직업탐구,상업 경제,48,13,54
직업탐구,상업 경제,47,32,116
직업탐구,상업 경제,46,21,51
직업탐구,상업 경제,45,30,71
직업탐구,상업 경제,44,16,64
직업탐구,상업 경제,43,21,60
직업탐구,상업 경제,42,20,64
직업탐구,상업 경제,41,21,56
직업탐구,상업 경제,40,37,64
직업탐구,상업 경제,39,7,43
직업탐구,상업 경제,38,14,29
직업탐구,상업 경제,37,11,22
직업탐구,상업 경제,36,11,22
직업탐구,상업 경제,35,2,8
직업탐구,상업 경제,34,3,8
직업탐구,상업 경제,33,2,6
직업탐구,상업 경제,32,1,1
직업탐구,상업 경제,31,1,0
직업탐구,상업 경제,29,0,3
직업탐구,수산·해운 산업 기초,67,1,0
직업탐구,수산·해운 산업 기초,66,1,0
직업탐구,수산·해운 산업 기초,65,2,0
직업탐구,수산·해운 산업 기초,63,1,0
직업탐구,수산·해운 산업 기초,62,1,0
직업탐구,수산·해운 산업 기초,60,1,0
직업탐구,수산·해운 산업 기초,58,2,0
직업탐구,수산·해운 산업 기초,57,1,0
직업탐구,수산·해운 산업 기초,56,1,0
직업탐구,수산·해운 산업 기초,55,1,0
직업탐구,수산·해운 산업 기초,54,1,0
직업탐구,수산·해운 산업 기초,51,2,0
직업탐구,수산·해운 산업 기초,47,2,0
직업탐구,수산·해운 산업 기초,46,0,2
직업탐구,수산·해운 산업 기초,44,1,0
직업탐구,수산·해운 산업 기초,43,3,1
직업탐구,수산·해운 산업 기초,42,0,1
직업탐구,수산·해운 산업 기초,39,1,0
직업탐구,수산·해운 산업 기초,37,1,1
직업탐구,수산·해운 산업 기초,36,1,0
직업탐구,수산·해운 산업 기초,35,2,0
직업탐구,인간 발달,70,28,34
직업탐구,인간 발달,68,15,32
직업탐구,인간 발달,67,0,1
직업탐구,인간 발달,66,4,15
직업탐구,인간 발달,65,10,20
직업탐구,인간 발달,64,6,16
직업탐구,인간 발달,63,4,9
직업탐구,인간 발달,62,3,4
직업탐구,인간 발달,61,4,15
직업탐구,인간 발달,60,8,16
직업탐구,인간 발달,59,2,7
직업탐구,인간 발달,58,1,3
직업탐구,인간 발달,57,1,9
직업탐구,인간 발달,56,4,12
직업탐구,인간 발달,55,1,6
직업탐구,인간 발달,54,2,7
직업탐구,인간 발달,53,5,13
직업탐구,인간 발달,52,9,25
직업탐구,인간 발달,51,4,18
직업탐구,인간 발달,50,5,12
직업탐구,인간 발달,49,8,24
직업탐구,인간 발달,48,24,55
직업탐구,인간 발달,47,14,30
직업탐구,인간 발달,46,10,27
직업탐구,인간 발달,45,33,71
직업탐구,인간 발달,44,9,35
직업탐구,인간 발달,43,12,35
직업탐구,인간 발달,42,16,33
직업탐구,인간 발달,41,19,71
직업탐구,인간 발달,40,11,25
직업탐구,인간 발달,39,14,18
직업탐구,인간 발달,38,6,18
직업탐구,인간 발달,37,8,13
직업탐구,인간 발달,36,4,3
직업탐구,인간 발달,35,1,1
직업탐구,인간 발달,34,0,4
직업탐구,인간 발달,33,2,4
