영역,유형,표준점수,남자,여자
과학탐구,화학 II,31,8,3
과학탐구,화학 II,30,20,7
과학탐구,화학 II,28,7,2
과학탐구,생명과학 II,71,9,5
과학탐구,생명과학 II,69,7,5
과학탐구,생명과학 II,68,48,14
과학탐구,생명과학 II,67,3,5
과학탐구,생명과학 II,66,69,35
과학탐구,생명과학 II,65,106,55
과학탐구,생명과학 II,64,99,53
과학탐구,생명과학 II,63,60,31
과학탐구,생명과학 II,62,113,59
과학탐구,생명과학 II,61,80,50
과학탐구,생명과학 II,60,69,43
과학탐구,생명과학 II,59,165,125
과학탐구,생명과학 II,58,77,59
과학탐구,생명과학 II,57,91,75
과학탐구,생명과학 II,56,39,39
과학탐구,생명과학 II,55,88,61
과학탐구,생명과학 II,54,77,56
과학탐구,생명과학 II,53,109,121
과학탐구,생명과학 II,52,56,62
과학탐구,생명과학 II,51,56,63
과학탐구,생명과학 II,50,65,57
과학탐구,생명과학 II,49,55,50
과학탐구,생명과학 II,48,77,68
과학탐구,생명과학 II,47,46,75
과학탐구,생명과학 II,46,112,126
과학탐구,생명과학 II,45,52,64
과학탐구,생명과학 II,44,62,71
과학탐구,생명과학 II,43,51,69
과학탐구,생명과학 II,42,81,59
과학탐구,생명과학 II,41,54,56
과학탐구,생명과학 II,40,118,140
과학탐구,생명과학 II,39,58,72
과학탐구,생명과학 II,38,62,65
과학탐구,생명과학 II,37,35,45
과학탐구,생명과학 II,36,101,72
과학탐구,생명과학 II,35,72,53
과학탐구,생명과학 II,34,66,56
과학탐구,생명과학 II,33,18,10
과학탐구,생명과학 II,32,23,26
과학탐구,생명과학 II,31,12,9
과학탐구,생명과학 II,30,5,5
과학탐구,생명과학 II,29,10,5
과학탐구,생명과학 II,28,8,6
과학탐구,지구과학 II,67,66,8
과학탐구,지구과학 II,66,39,6
과학탐구,지구과학 II,65,81,5
과학탐구,지구과학 II,64,16,2
과학탐구,지구과학 II,63,145,18
과학탐구,지구과학 II,62,46,12
과학탐구,지구과학 II,61,80,12
과학탐구,지구과학 II,60,127,25
과학탐구,지구과학 II,59,54,18
과학탐구,지구과학 II,58,38,17
과학탐구,지구과학 II,57,107,27
과학탐구,지구과학 II,56,39,16
과학탐구,지구과학 II,55,42,15
과학탐구,지구과학 II,54,73,32
과학탐구,지구과학 II,53,28,11
과학탐구,지구과학 II,52,33,8
과학탐구,지구과학 II,51,72,32
과학탐구,지구과학 II,50,37,9
과학탐구,지구과학 II,49,29,12
과학탐구,지구과학 II,48,78,29
과학탐구,지구과학 II,47,28,12
과학탐구,지구과학 II,46,35,17
과학탐구,지구과학 II,45,89,31
과학탐구,지구과학 II,44,42,23
과학탐구,지구과학 II,43,45,23
과학탐구,지구과학 II,42,87,33
과학탐구,지구과학 II,41,54,28
과학탐구,지구과학 II,40,47,19
과학탐구,지구과학 II,39,154,67
과학탐구,지구과학 II,38,37,13
과학탐구,지구과학 II,37,43,19
과학탐구,지구과학 II,36,100,48
과학탐구,지구과학 II,35,33,9
과학탐구,지구과학 II,34,15,6
과학탐구,지구과학 II,33,28,8
과학탐구,지구과학 II,32,6,1
과학탐구,지구과학 II,31,6,1
과학탐구,지구과학 II,30,7,0
직업탐구,성공적인 직업생활,71,35,27
직업탐구,성공적인 직업생활,69,6,5
직업탐구,성공적인 직업생활,68,58,43
직업탐구,성공적인 직업생활,67,2,1
직업탐구,성공적인 직업생활,66,39,27
직업탐구,성공적인 직업생활,65,68,73
직업탐구,성공적인 직업생활,64,7,2
직업탐구,성공적인 직업생활,63,66,49
직업탐구,성공적인 직업생활,62,71,57
직업탐구,성공적인 직업생활,61,22,19
직업탐구,성공적인 직업생활,60,75,62
직업탐구,성공적인 직업생활,59,42,54
직업탐구,성공적인 직업생활,58,37,43
직업탐구,성공적인 직업생활,57,85,62
직업탐구,성공적인 직업생활,56,118,98
직업탐구,성공적인 직업생활,55,74,62
직업탐구,성공적인 직업생활,54,43,33
직업탐구,성공적인 직업생활,53,82,80
직업탐구,성공적인 직업생활,52,53,71
직업탐구,성공적인 직업생활,51,55,77
직업탐구,성공적인 직업생활,50,62,89
직업탐구,성공적인 직업생활,49,56,63
직업탐구,성공적인 직업생활,48,69,81
직업탐구,성공적인 직업생활,47,56,68
직업탐구,성공적인 직업생활,46,60,81
직업탐구,성공적인 직업생활,45,65,62
직업탐구,성공적인 직업생활,44,71,67
직업탐구,성공적인 직업생활,43,53,70
직업탐구,성공적인 직업생활,42,47,67
직업탐구,성공적인 직업생활,41,86,129
직업탐구,성공적인 직업생활,40,46,52
직업탐구,성공적인 직업생활,39,35,43
직업탐구,성공적인 직업생활,38,41,46
직업탐구,성공적인 직업생활,37,23,44
직업탐구,성공적인 직업생활,36,36,33
직업탐구,성공적인 직업생활,35,23,33
직업탐구,성공적인 직업생활,34,49,29
직업탐구,성공적인 직업생활,33,33,31
직업탐구,성공적인 직업생활,32,16,17
직업탐구,성공적인 직업생활,31,15,13
직업탐구,성공적인 직업생활,30,22,9
직업탐구,성공적인 직업생활,29,3,11
직업탐구,성공적인 직업생활,28,5,5
직업탐구,성공적인 직업생활,27,6,3
직업탐구,성공적인 직업생활,26,1,2
직업탐구,성공적인 직업생활,25,2,3
직업탐구,성공적인 직업생활,24,2,1
직업탐구,농업 기초 기술,76,0,2
직업탐구,농업 기초 기술,73,2,1
직업탐구,농업 기초 기술,72,1,0
직업탐구,농업 기초 기술,70,3,1
직업탐구,농업 기초 기술,69,1,1
직업탐구,농업 기초 기술,68,1,2
직업탐구,농업 기초 기술,67,2,0
직업탐구,농업 기초 기술,66,0,2
직업탐구,농업 기초 기술,65,1,1
직업탐구,농업 기초 기술,64,0,3
직업탐구,농업 기초 기술,63,2,1
직업탐구,농업 기초 기술,62,2,1
직업탐구,농업 기초 기술,61,2,2
직업탐구,농업 기초 기술,60,3,0
직업탐구,농업 기초 기술,58,0,2
직업탐구,농업 기초 기술,57,3,6
직업탐구,농업 기초 기술,56,3,2
직업탐구,농업 기초 기술,55,7,3
직업탐구,농업 기초 기술,54,3,6
직업탐구,농업 기초 기술,53,5,4
직업탐구,농업 기초 기술,52,2,4
직업탐구,농업 기초 기술,51,3,3
직업탐구,농업 기초 기술,50,1,3
직업탐구,농업 기초 기술,49,6,4
직업탐구,농업 기초 기술,48,5,2
직업탐구,농업 기초 기술,47,4,7
직업탐구,농업 기초 기술,46,3,7
직업탐구,농업 기초 기술,45,10,3
직업탐구,농업 기초 기술,43,6,8
직업탐구,농업 기초 기술,42,2,2
직업탐구,농업 기초 기술,41,3,0
직업탐구,농업 기초 기술,40,3,2
직업탐구,농업 기초 기술,39,2,3
직업탐구,농업 기초 기술,38,3,4
직업탐구,농업 기초 기술,37,5,2
직업탐구,농업 기초 기술,36,4,3
직업탐구,농업 기초 기술,35,1,2
직업탐구,농업 기초 기술,33,1,2
직업탐구,농업 기초 기술,32,3,0
직업탐구,공업 일반,69,8,1
직업탐구,공업 일반,68,28,6
직업탐구,공업 일반,67,13,4
직업탐구,공업 일반,66,9,0
직업탐구,공업 일반,65,53,21
직업탐구,공업 일반,64,20,10
직업탐구,공업 일반,63,50,16
직업탐구,공업 일반,62,7,1
직업탐구,공업 일반,61,73,19
직업탐구,공업 일반,60,14,4
직업탐구,공업 일반,59,22,7
직업탐구,공업 일반,58,33,8
직업탐구,공업 일반,57,42,8
직업탐구,공업 일반,56,20,5
직업탐구,공업 일반,55,13,2
직업탐구,공업 일반,54,47,9
직업탐구,공업 일반,53,14,5
직업탐구,공업 일반,52,23,5
직업탐구,공업 일반,51,19,3
직업탐구,공업 일반,50,51,7
직업탐구,공업 일반,49,29,2
직업탐구,공업 일반,48,26,7
직업탐구,공업 일반,47,55,13
직업탐구,공업 일반,46,30,5
직업탐구,공업 일반,45,36,8
직업탐구,공업 일반,44,36,7
직업탐구,공업 일반,43,73,17
직업탐구,공업 일반,42,29,10
직업탐구,공업 일반,41,28,11
직업탐구,공업 일반,40,39,5
직업탐구,공업 일반,39,93,29
직업탐구,공업 일반,38,42,9
직업탐구,공업 일반,37,23,5
직업탐구,공업 일반,36,40,6
직업탐구,공업 일반,35,13,2
직업탐구,공업 일반,34,10,3
직업탐구,공업 일반,33,6,2
직업탐구,공업 일반,32,9,0
직업탐구,공업 일반,30,3,0
직업탐구,상업 경제,75,10,4
직업탐구,상업 경제,73,5,6
직업탐구,상업 경제,72,11,12
직업탐구,상업 경제,71,1,0
직업탐구,상업 경제,70,6,16
직업탐구,상업 경제,69,8,13
직업탐구,상업 경제,68,1,4
직업탐구,상업 경제,67,12,23
직업탐구,상업 경제,66,6,9
직업탐구,상업 경제,65,7,19
직업탐구,상업 경제,64,5,11
직업탐구,상업 경제,63,1,9
직업탐구,상업 경제,62,18,21
직업탐구,상업 경제,61,5,4
직업탐구,상업 경제,60,8,13
직업탐구,상업 경제,59,12,27
직업탐구,상업 경제,58,5,6
직업탐구,상업 경제,57,9,27
직업탐구,상업 경제,56,18,31
직업탐구,상업 경제,55,7,5
직업탐구,상업 경제,54,18,36
직업탐구,상업 경제,53,18,30
직업탐구,상업 경제,52,10,24
직업탐구,상업 경제,51,21,29
직업탐구,상업 경제,50,30,66
직업탐구,상업 경제,49,17,45
직업탐구,상업 경제,48,16,32
직업탐구,상업 경제,47,13,41
직업탐구,상업 경제,46,17,38
직업탐구,상업 경제,45,20,41
직업탐구,상업 경제,44,16,43
직업탐구,상업 경제,43,14,44
직업탐구,상업 경제,42,8,61
직업탐구,상업 경제,41,13,41
직업탐구,상업 경제,40,16,48
직업탐구,상업 경제,39,8,31
직업탐구,상업 경제,38,9,27
직업탐구,상업 경제,37,6,17
직업탐구,상업 경제,36,12,21
직업탐구,상업 경제,35,9,16
직업탐구,상업 경제,34,4,13
직업탐구,상업 경제,33,5,9
직업탐구,상업 경제,32,0,3
직업탐구,상업 경제,31,1,1
직업탐구,상업 경제,30,1,1
직업탐구,상업 경제,28,0,1
직업탐구,수산·해운 산업 기초,74,0,1
직업탐구,수산·해운 산업 기초,65,1,0
직업탐구,수산·해운 산업 기초,64,1,0
직업탐구,수산·해운 산업 기초,58,1,0
직업탐구,수산·해운 산업 기초,56,2,0
직업탐구,수산·해운 산업 기초,55,1,0
직업탐구,수산·해운 산업 기초,54,2,0
직업탐구,수산·해운 산업 기초,51,1,0
직업탐구,수산·해운 산업 기초,49,1,1
직업탐구,수산·해운 산업 기초,48,1,3
직업탐구,수산·해운 산업 기초,46,0,1
직업탐구,수산·해운 산업 기초,43,1,1
직업탐구,수산·해운 산업 기초,42,0,2
직업탐구,수산·해운 산업 기초,31,0,1
직업탐구,수산·해운 산업 기초,29,0,1
직업탐구,인간 발달,69,9,20
직업탐구,인간 발달,68,8,14
직업탐구,인간 발달,67,13,25
직업탐구,인간 발달,66,3,6
직업탐구,인간 발달,65,13,29
직업탐구,인간 발달,64,6,12
직업탐구,인간 발달,63,8,22
직업탐구,인간 발달,62,5,9
직업탐구,인간 발달,61,8,18
직업탐구,인간 발달,60,4,18
직업탐구,인간 발달,59,4,8
직업탐구,인간 발달,58,3,14
직업탐구,인간 발달,57,9,34
직업탐구,인간 발달,56,2,10
직업탐구,인간 발달,55,6,8
직업탐구,인간 발달,54,2,15
직업탐구,인간 발달,53,4,16
직업탐구,인간 발달,52,13,22
직업탐구,인간 발달,51,6,24
직업탐구,인간 발달,50,10,27
직업탐구,인간 발달,49,8,15
직업탐구,인간 발달,48,8,34
직업탐구,인간 발달,47,20,54
직업탐구,인간 발달,46,14,25
직업탐구,인간 발달,45,11,27
직업탐구,인간 발달,44,8,30
직업탐구,인간 발달,43,14,30
직업탐구,인간 발달,42,10,37
직업탐구,인간 발달,41,21,49
직업탐구,인간 발달,40,11,15
직업탐구,인간 발달,39,7,17
직업탐구,인간 발달,38,10,12
직업탐구,인간 발달,37,7,15
직업탐구,인간 발달,36,25,20
직업탐구,인간 발달,35,4,6
직업탐구,인간 발달,34,4,6
직업탐구,인간 발달,33,3,3
직업탐구,인간 발달,32,1,1
직업탐구,인간 발달,31,1,6
직업탐구,인간 발달,30,1,0
직업탐구,인간 발달,29,1,0
직업탐구,인간 발달,27,1,1
